Vout, Iout
0.4154154154154155,-5.76e-05
0.41741741741741745,-5.76e-05
0.4194194194194194,-5.76e-05
0.42142142142142136,-5.76e-05
0.4234234234234233,-5.76e-05
0.4254254254254255,-5.76e-05
0.42742742742742745,-5.77e-05
0.4294294294294294,-5.77e-05
0.43143143143143137,-5.77e-05
0.4334334334334333,-5.77e-05
0.4354354354354355,-5.77e-05
0.43743743743743746,-5.77e-05
0.4394394394394394,-5.77e-05
0.4414414414414414,-5.77e-05
0.44344344344344333,-5.78e-05
0.4454454454454455,-5.77e-05
0.44744744744744747,-5.78e-05
0.4494494494494494,-5.78e-05
0.4514514514514514,-5.78e-05
0.45345345345345334,-5.78e-05
0.4554554554554555,-5.78e-05
0.4574574574574575,-5.78e-05
0.45945945945945943,-5.78e-05
0.4614614614614614,-5.78e-05
0.46346346346346334,-5.78e-05
0.4654654654654655,-5.78e-05
0.4674674674674675,-5.78e-05
0.46946946946946944,-5.78e-05
0.4714714714714714,-5.78e-05
0.47347347347347357,-5.79e-05
0.47547547547547553,-5.79e-05
0.4774774774774775,-5.79e-05
